Movie Name,Genre,Year,Directed By,Cast,Poster,Thumbnail,Video Link 1,Video Link 2
The Strange Love of Martha Ivers (1946),Drama,1946,Lewis Milestone,"Barbara Stanwyck as Martha Ivers, Van Heflin as Sam Masterson, Lizabeth Scott as Antonia ""Toni"" Marachek, Kirk Douglas as Walter O'Neil, Roman Bohnen as Mr O'Neil, Judith Anderson as Mrs Ivers, Janis Wilson as the young Martha Ivers, Darryl Hickman as the young Sam Masterson",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2011/12/the-strange-love-of-martha-ivers-1946.jpg,https://www.archive.org/download/Martha_Ivers_movie/Strange_Love_Martha_Ivers.gif,https://www.archive.org/download/Martha_Ivers_movie/Strange_Love_Martha_Ivers.ogv,https://www.archive.org/download/Martha_Ivers_movie/Strange_Love_Martha_Ivers_512kb.mp4
Love from a Stranger (1937),"Drama, Mystery, Romance, Thriller",1937,Rowland V. Lee,"Ann Harding - Carol Howard, Basil Rathbone - Gerald Lovell, Binnie Hale - Kate Meadows, Bruce Seton - Ronald Bruce, Jean Cadell - Aunt Lou, Bryan Powley - Doctor Gribble, Joan Hickson - Emmy, Donald Calthrop - Hobson, Eugene Leahy - Mr. Tuttle",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/04/Love_From_a_Stranger_1937.jpg,https://archive.org/download/LovefromaStranger/LovefromaStranger.gif,https://archive.org/download/LovefromaStranger/LovefromaStranger.ogv,https://archive.org/download/LovefromaStranger/LovefromaStranger_512kb.mp4
Blue Angel (1930),Drama,1930,Josef von Sternberg,"Emil Jannings - Prof. Immanuel Rath, Marlene Dietrich - Lola Lola, Kurt Gerron - Kiepert, the magician, Rosa Valetti - Guste, the magician's wife, Hans Albers - Mazeppa, the strongman, Reinhold Bernt - The clown, Eduard von Winterstein - The director of school, Hans Roth - The caretaker of the secondary school, Rolf Müller - Pupil Angst",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2011/02/the-blue-angel-1930.jpg,https://www.archive.org/download/theblueangel1930/TheBlueAngel.gif,https://www.archive.org/download/theblueangel1930/TheBlueAngel.ogv,https://www.archive.org/download/theblueangel1930/TheBlueAngel_512kb.mp4
The Great Train Robbery (1903),Western,1903,Edwin S. Porter,"Alfred C. Abadie - Sheriff, Broncho Billy Anderson - Bandit / Shot Passenger / Tenderfoot Dancer, Justus D. Barnes - Bandit Who Fires At Camera, Walter Cameron - Sheriff, Donald Gallaher - Little boy, Frank Hanaway - Bandit, Adam Charles Hayman - Bandit, John Manus Dougherty, Sr. - Bandit",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2015/03/the-great-train-robbery-1903.jpg,https://archive.org/download/TheGreatTrainRobbery1903_201307/The Great Train Robbery (1903).gif,https://archive.org/download/TheGreatTrainRobbery1903_201307/The Great Train Robbery (1903).ogv,https://archive.org/download/TheGreatTrainRobbery1903_201307/The Great Train Robbery (1903).mp4
The Ghost Train (1941),"British, Comedy, Horror",1941,Walter Forde,"Arthur Askey - Tommy Gander, Richard Murdoch - Teddy Deakin, Kathleen Harrison - Miss Bourne, Peter Murray-Hill - Richard G. Winthrop, Carole Lynne - Jackie Winthrop, Morland Graham - Dr. Sterling, Betty Jardine - Edna, Stuart Latham - Herbert, Herbert Lomas - Saul Hodgkin, Raymond Huntley - John Price, Linden Travers - Julia Price, D.J. Williams - Ben Isaacs",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2012/02/the-ghost-train-1941.jpg,https://www.archive.org/download/TheGhostTrain/TheGhostTrain.gif,https://www.archive.org/download/TheGhostTrain/TheGhostTrain.ogv,https://www.archive.org/download/TheGhostTrain/TheGhostTrain_512kb.mp4
Ma & Pa Kettle On Vacation (1953),Comedy,1953,Charles Lamont,"Marjorie Main - Ma Kettle, Percy Kilbride - Pa Kettle, Ray Collins - Jonathan Parker, Barbara Brown - Elizabeth Parker, Bodil Miller - Inez Kraft, Sig Ruman - Cyrus Kraft, Oliver Blake - Geoduck, Teddy Hart - Crowbar, Ivan Triesault - Henri Dupre, Peter Brocco - Adolf Wade",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/12/Ma_and_Pa_Kettle_on_Vacation_1953.jpg,https://archive.org/download/MaPaKettleOnVacation/Ma & Pa Kettle - On Vacation.gif,https://archive.org/download/MaPaKettleOnVacation/Ma & Pa Kettle - On Vacation.ogv,https://archive.org/download/MaPaKettleOnVacation/Ma & Pa Kettle - On Vacation.mp4
Never Fear (1949),Drama,1949,Ida Lupino,"Sally Forrest - Carol Williams, Keefe Brasselle - Guy Richards, Hugh O'Brian - Len Randall, Eve Miller - Phyllis Townsend, Lawrence Dobkin - Dr. Middleton, Rita Lupino - Josie, Herbert Butterfield - Walter Williams, Kevin O'Morrison - Red Dawson, Stanley Waxman - Dr. Taylor, Jerry Hausner - Mr. Brownlee, John Franco - Carlos",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/06/never-fear-1949.jpg,https://archive.org/download/TheYoungLovers/TheYoungLovers.gif,https://archive.org/download/TheYoungLovers/TheYoungLovers.ogv,https://archive.org/download/TheYoungLovers/TheYoungLovers_512kb.mp4
Manhattan Tower (1932),Drama,1932,Frank R. Strayer,"Mary Brian - Mary Harper, Irene Rich - Ann Burns, James Hall - Jimmy Duncan, Hale Hamilton - David Witman, Noel Francis - Marge Lyon, Nydia Westman - Miss Wood, Clay Clement - Kenneth Burns, Billy Dooley - Crane Eaton, Jed Prouty - Mr. Hoyt, Wade Boteler - Mr. Ramsay",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2016/06/Manhattan-Tower-1932.jpg,http://archive.org/download/ManhattanTower1932Restored/ManhattanTower1932Restored.gif,http://archive.org/download/ManhattanTower1932Restored/ManhattanTower1932Restored.ogv,http://archive.org/download/ManhattanTower1932Restored/ManhattanTower1932Restored.mp4
Kid Dynamite (1943),Comedy,1943,Wallace Fox,"Leo Gorcey - Ethelbert McGinnis, Huntz Hall - Glimpy McGleavey, Bobby Jordan - Danny Lyons, Benny Bartlett - Benny 'Beanie' Miller, Sunshine Sammy - Scruno Jackson, Bobby Stone - Harold Stone, David Durand - Joe Collins",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2016/06/Kid-dynamite-1943.jpg,http://archive.org/download/kid_dynamite/kid_dynamite.gif,http://archive.org/download/kid_dynamite/kid_dynamite.ogv,http://archive.org/download/kid_dynamite/kid_dynamite.mp4
The Private Life of Don Juan (1934),"Comedy, Drama, Romance",1934,Alexander Korda,"Douglas Fairbanks - Don Juan, Merle Oberon - Antonita, Bruce Winston - cafe manager, Gina Malo - Pepita, Benita Hume - Dona Dolores, Binnie Barnes - Rosita, Melville Cooper - Leporello, Owen Nares - Antonio Martinez, Heather Thatcher - Anna Dora, Joan Gardner - Carmen, Gibson Gowland - Don Alfredo, Barry MacKay - Rodrigo, Claud Allister - The Duke, Athene Seyler - Theresa",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/08/the-private-life-of-don-juan-1934.jpg,https://archive.org/download/ThePrivateLifeOfDonJuan1934/ThePrivateLifeOfDonJuan1934.gif,https://archive.org/download/ThePrivateLifeOfDonJuan1934/ThePrivateLifeOfDonJuan1934.ogv,https://archive.org/download/ThePrivateLifeOfDonJuan1934/ThePrivateLifeOfDonJuan1934_512kb.mp4
Romance on the Run (1938),Mystery,1938,Gus Meins,"Donald Woods - Mr. Barry Drake, Patricia Ellis - Miss Dale Harrison, Grace Bradley - Lily Lamont, Edward Brophy - Whitey Whitehouse, William Demarest - Lieutenant Eckhard, Craig Reynolds - Charlie Cooper, Andrew Tombes - J.W. Ridgeway, Granville Bates - Mr. Phelps, Bert Roach - Happy Drunk, Georgia Simmons - Ma Hatfield, Leon Weaver - Pappy Hatfield, Edwin Maxwell - Mondoon, Jean Joyce - Dolly",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2015/06/Romance_on_the_Run_1938.jpg,https://archive.org/download/Romance_on_the_Run_H264/Romance_on_the_Run.gif,https://archive.org/download/Romance_on_the_Run_H264/Romance_on_the_Run.ogv,https://archive.org/download/Romance_on_the_Run_H264/Romance_on_the_Run.mp4
Charlie Chaplin’s “Kids Auto Race At Venice” (1914),Comedy,1914,Charlie Chaplin,,http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2011/06/charlie-chaplins1.jpg,https://www.archive.org/download/CC_1914_02_07_KidsAutoRaceAtVenice/CC_1914_02_07_KidsAutoRaceAtVenice.gif,https://www.archive.org/download/CC_1914_02_07_KidsAutoRaceAtVenice/CC_1914_02_07_KidsAutoRaceAtVenice.ogv,https://www.archive.org/download/CC_1914_02_07_KidsAutoRaceAtVenice/CC_1914_02_07_KidsAutoRaceAtVenice_512kb.mp4
My Love for Yours (1939),"Comedy, Romance",1939,Edward H. Griffith,"Are Husbands Necessary? (working title; later used by Paramount for an unrelated 1942 comedy with Ray Milland and Betty Field), Husbands Or Lovers (UK), My Love For Yours (video title)",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2015/11/my-love-for-yours-1939.jpg,https://archive.org/download/my_love_for_yours_ipod/my_love_for_yours.gif,https://archive.org/download/my_love_for_yours_ipod/my_love_for_yours.ogv,https://archive.org/download/my_love_for_yours_ipod/my_love_for_yours.mp4
Bee’s Buzz (1929),Comedy,1929,Mack Sennett,"Harry Gribbon - Homer Ashcraft, Andy Clyde - Peggy's father, Barbara Leonard - Peggy, Tyler Brooke - Peggy's suitor, Vernon Dent - Jim, Ruth Kane - A party guest",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2012/10/the-bees-buzz-1929.jpg,https://archive.org/download/bees_buzz/bees_buzz.gif,https://archive.org/download/bees_buzz/bees_buzz.ogv,https://archive.org/download/bees_buzz/bees_buzz_512kb.mp4
Rhythm and Blues Revue (1955),"Comedy, Music",1955,Joseph Kohn,"Lionel Hampton, Faye Adams, Bill Bailey, Herb Jeffries, Freddie Robinson, Amos Milburn, The Larks, Sarah Vaughan, Count Basie, Big Joe Turner, Delta Rhythm Boys, Martha Davis, Little Buck, Nat King Cole, Mantan Moreland, Nipsey Russell, Cab Calloway, Ruth Brown, Leonard Reed, Willie Bryant",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2015/12/rhythm-and-blues-revue-1944.jpg,https://archive.org/download/rhythm_blues_review/rhythm_blues_review.gif,https://archive.org/download/rhythm_blues_review/rhythm_blues_review.ogv,https://archive.org/download/rhythm_blues_review/rhythm_blues_review_512kb.mp4
Pride of the Bowery (1940),"Comedy, Drama",1940,Joseph H. Lewis,"Leo Gorcey - Muggs McGinnis, Bobby Jordan - Danny Graham, Donald Haines - Skinny, David Gorcey - Peewee, Sunshine Sammy Morrison - Scruno, Bobby Stone - Willie, Eugene Francis - Algy, Kenneth Howell - Allen, Mary Ainslee - Elaine White, Kenneth Harlan - Captain Jim White, Nick Stuart - Thumb Butte Ranger, Lloyd Ingraham - Camp Doctor",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/02/Pride-of-Bowery-1940.jpg,https://archive.org/download/pride_of_the_bowery_ipod/pride_of_the_bowery.gif,https://archive.org/download/pride_of_the_bowery_ipod/pride_of_the_bowery.ogv,https://archive.org/download/pride_of_the_bowery_ipod/pride_of_the_bowery.mp4
Mr. Boggs Steps Out (1938),"Comedy, Romance",1938,Gordon Wiles,"Stuart Erwin - Oliver Boggs, Helen Chandler - Oleander Tubbs, Toby Wing - Irene Lee, Tully Marshall - Morton Ross, Spencer Charters - Angus Tubbs, Otis Harlan - Abner Katz, Walter Byron - Dennis Andrews, Peter Potter - Bob DeBrette, Harry Tyler - Sam Mason, Milburn Stone - Burns, Nora Cecil - Widow Peddia, Harrison Greene - Mr. Pry, Elliot Fisher - Tommy Mason, Eddie Kane - Theatre Manager, Wilson Benge - The Butler, Mike Jeffries - Chauffeur, Isabel La Mal - Mrs. Mason, Betty Mack - Miss Feathrewell, Otto Hoffman - Jenkins",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2016/12/Mr. Boggs Steps Out.jpg,https://archive.org/download/mr_boggs_steps_out/mr_boggs_steps_out.gif,https://archive.org/download/mr_boggs_steps_out/mr_boggs_steps_out.ogv,https://archive.org/download/mr_boggs_steps_out/mr_boggs_steps_out_512kb.mp4
Streets of New York (1939),Drama,1939,William Nigh,"Jackie Cooper - James Michael, Martin Spellman - William McKinley, Marjorie Reynolds - Anne Carroll, Dick Purcell - T.P. Keenan, George Cleveland - Pop O'Toole, George Irving - Judge Carroll, Robert Emmett O'Connor - Police Officer Burke, Sidney Miller - Jiggsy, David Durand - Spike Morgan, Buddy Pepper - Flatfoot",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/09/the-streets-of-new-york-1939.jpg,https://archive.org/download/abe_lincoln_of_the_4th_ave/abe_lincoln_of_the_4th_ave.gif,https://archive.org/download/abe_lincoln_of_the_4th_ave/abe_lincoln_of_the_4th_ave.ogv,https://archive.org/download/abe_lincoln_of_the_4th_ave/abe_lincoln_of_the_4th_ave_512kb.mp4
I Love Trouble (1948),Mystery,1948,S. Sylvan Simon,"Franchot Tone - Stuart Bailey, Janet Blair - Norma Shannon, Janis Carter - Mrs. Caprillo, Adele Jergens - Boots Nestor, Glenda Farrell - Hazel Bixby, Steven Geray - Keller, Tom Powers - Ralph Johnston, Lynn Merrick - Mrs. Johnston, John Ireland - Reno, Donald Curtis - Martin, Eduardo Ciannelli - John Vega Caprillo, Robert Barrat - Lt. Quint, Raymond Burr - Herb, Eddie Marr - Sharpy, Arthur Space - Sgt. Muller",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/11/I_Love_Trouble_1948.jpg,https://archive.org/download/I_Love_Trouble_movie/I_Love_Trouble.gif,https://archive.org/download/I_Love_Trouble_movie/I_Love_Trouble.ogv,https://archive.org/download/I_Love_Trouble_movie/I_Love_Trouble_512kb.mp4
The Hoodlum (1951),Drama,1951,Max Nosseck,"Lawrence Tierney - Vincent Lubeck, Allene Roberts - Rosa, Marjorie Riordan - Eileen, Lisa Golm - Mrs. Lubeck, Edward Tierney - Johnny Lubeck, Stuart Randall - Police Lt. Burdick, Angela Stevens - Christie Lang, John De Simone - Marty Connell, Tom Hubbard - Police Sgt. Schmidt, Eddie Foster - Mickey Sessions, O.Z. Whitehead - Mr. Breckenridge, Richard Barron - Eddie Bright, Rudy Rama - Harry Hill",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/03/The_Hoodlum_1951.jpg,https://archive.org/download/The_Hoodlum/The_Hoodlum.gif,https://archive.org/download/The_Hoodlum/The_Hoodlum.ogv,https://archive.org/download/The_Hoodlum/The_Hoodlum_512kb.mp4
Angel and the Badman (1947),"Romance, Western",1947,James Edward Grant,"John Wayne - Quirt Evans, Gail Russell - Penelope Worth, Harry Carey - McClintock, Bruce Cabot - Laredo Stevens, Irene Rich - Mrs. Worth, Lee Dixon - Randy McCall, Stephen Grant - Johnny Worth, Tom Powers - Dr. Mangram, Paul Hurst - Frederick Carson, Olin Howland - Bradley, John Halloran - Thomas Worth, Joan Barton - Lila Neal, Craig Woods - Ward Withers, Marshall Reed - Nelson",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/01/angel-and-the-badman-1947.jpg,https://archive.org/download/angelandthebadman1947/AngelAndTheBadMan.gif,https://archive.org/download/angelandthebadman1947/AngelAndTheBadMan.ogv,https://archive.org/download/angelandthebadman1947/AngelAndTheBadMan_512kb.mp4
Time Table (1956),Drama,1956,Mark Stevens,"Mark Stevens - Charlie Norman, King Calder - Joe Armstrong, Felicia Farr - Linda Brucker, Marianne Stewart - Ruth Norman, Wesley Addy - Dr. Paul Brucker, Alan Reed - Al Wolfe, Rodolfo Hoyos Jr. - Lt. Castro, Jack Klugman - Frankie Page, John Marley - Bobik",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/03/Time-table-1956.jpg,https://archive.org/download/Timetable1956/Timetable1956.gif,https://archive.org/download/Timetable1956/Timetable1956.ogv,https://archive.org/download/Timetable1956/Timetable1956.mp4
Two Dollar Bettor (1951),Drama,1951,Edward L. Cahn,"Steve Brodie - Rick Bowers, Marie Windsor - Mary Slate, John Litel - John Hewitt",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/09/two-dollar-bettor-1951.jpg,https://archive.org/download/Two_Dollar_Bettor_movie/Two_Dollar_Bettor.gif,https://archive.org/download/Two_Dollar_Bettor_movie/Two_Dollar_Bettor.ogv,https://archive.org/download/Two_Dollar_Bettor_movie/Two_Dollar_Bettor_512kb.mp4
Gunsmoke Ranch (1937),Western,1937,Joseph Kane,"Robert Livingston - Stony Brooke, Ray Corrigan - Tucson Smith, Max Terhune - Lullaby Joslin, Kenneth Harlan - Phineas T. Flagg, Jean Carmen - Marion Warren, Sammy McKim - Jimmy Warren, Ed 'Oscar' Platt - Oscar, Lou Fulton - Elmer Twiddlebaum, Burr Caruth - Judge Jonathan Warren, Allen Connor - Henchman Reggie Allen, Yakima Canutt - Henchman Spider",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/07/gunsmoke-ranch-1937.jpg,https://archive.org/download/gunsmoke_ranch/gunsmoke_ranch.gif,https://archive.org/download/gunsmoke_ranch/gunsmoke_ranch.ogv,https://archive.org/download/gunsmoke_ranch/gunsmoke_ranch_512kb.mp4
Dreaming Out Loud (1940),Comedy,1940,Harold Young,"Chester Lauck - Lum Edwards, Norris Goff - Abner Peabody, Frances Langford - Alice, Frank Craven - Dr. Walter Barnes, Bobs Watson - Jimmy, Irving Bacon - Wes Stillman, Clara Blandick - Jessica Spencer, Robert Wilcox - Dr. Kenneth Barnes, Donald Briggs - Will Danielson, Robert McKenzie - Constable Caleb Weeunt, Phil Harris - Peter Atkinson, Sheila Sheldon - Effie Lou Stillman, Troy Brown Jr. - Washington",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2017/06/Dreaming-Out-Loud.jpg,https://archive.org/download/DreamingOutLoud1940/DreamingOutLoud1940.gif,https://archive.org/download/DreamingOutLoud1940/DreamingOutLoud1940.ogv,https://archive.org/download/DreamingOutLoud1940/DreamingOutLoud1940_512kb.mp4
Father’s Little Dividend (1951),"Comedy, Romance",1951,Vincente Minnelli,"Spencer Tracy - Stanley T. Banks, Joan Bennett - Ellie Banks, Elizabeth Taylor - Kay Dunstan, Don Taylor - Buckley Dunstan, Billie Burke - Mrs. Doris Dunstan, Moroni Olsen - Herbert Dunstan, Richard Rober - Police Sergeant, Marietta Canty - Delilah, Russ Tamblyn - Tommy Banks, Tom Irish - Ben Banks, Hayden Rorke - Dr. Andrew Nordell, Paul Harvey - Rev. Galsworthy",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/01/Fathers-Little-Dividend-1951.jpg,https://archive.org/download/FathersLittleDividend1951/FathersLittleDividend1951.gif,https://archive.org/download/FathersLittleDividend1951/FathersLittleDividend1951.ogv,https://archive.org/download/FathersLittleDividend1951/FathersLittleDividend1951_512kb.mp4
Waltzes From Vienna (1934),"British, Romance",1934,Alfred Hitchcock,"Esmond Knight - Johann ""Schani"" Strauss, the Younger, Jessie Matthews - Rasi, Edmund Gwenn - Johann Strauss, Fay Compton - Countess Helga von Stahl, Frank Vosper - Prince Gustav, Robert Hale - Ebezeder, Marcus Barron - Drexter, Charles Heslop - Valet, Betty Huntley-Wright - Lady's Maid, Hindle Edgar - Leopold, Sybil Grove - Mme. Fouchett, Billy Shine Jr. - Carl, Bertram Dench - Engine driver, B. M. Lewis - Domeyer, Cyril Smith - Secretary",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/05/waltzes-from-vienna-1934.jpg,https://archive.org/download/Waltzes_from_Vienna/Waltzes_from_Vienna.gif,https://archive.org/download/Waltzes_from_Vienna/Waltzes_from_Vienna.ogv,https://archive.org/download/Waltzes_from_Vienna/Waltzes_from_Vienna_512kb.mp4
Pollyanna (1920),"Comedy, Drama",1920,Paul Powell,"Mary Pickford - Pollyanna Whittier, Wharton James - Reverend John Whittier, Katherine Griffith - Aunt Polly Harrington, Helen Jerome Eddy - Nancy Thing, George Berrell - Old Tom, Howard Ralston - Jimmy Bean, William Courtleigh - John Pendleton, Herbert Prior - Dr. Tom Chilton",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/01/pollyanna-1920.jpg,https://archive.org/download/Pollyanna/Pollyanna.gif,https://archive.org/download/Pollyanna/Pollyanna.ogv,https://archive.org/download/Pollyanna/Pollyanna_512kb.mp4
Nancy Drew… Reporter (1939),"Comedy, Drama, Mystery",1939,William Clemens,"Bonita Granville as Nancy Drew, John Litel as Carson Drew, Frankie Thomas as Ted Nickerson, Mary Lee as Mary Nickerson, Dickie Jones as Killer Parkins, Larry Williams as Miles Lambert, Betty Amann as Eula Denning, Thomas E. Jackson as City Editor Bostwick, Olin Howland as Sergeant Entwhistle, Sheila Bromley as Bonnie Lucas",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2012/07/nancy-drew-reporter.jpg,https://archive.org/download/nancy_drew_reporter/nancy_drew_reporter.gif,https://archive.org/download/nancy_drew_reporter/nancy_drew_reporter.ogv,https://archive.org/download/nancy_drew_reporter/nancy_drew_reporter.mp4
My Dear Secretary (1949),"Comedy, Romance",1949,Charles Martin,"Laraine Day - Stephanie Gaylord, Kirk Douglas - Owen Waterbury, Keenan Wynn - Ronnie Hastings, Helen Walker - Elsie, Rudy Vallee - Charles Harris, Florence Bates - Horrible Hannah Reeve, Alan Mowbray - Deveny, Irene Ryan - Mary, Gale Robbins - Dawn O'Malley, Grady Sutton - Sylvan Scott",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/07/my-dear-secretary-1949.jpg,https://archive.org/download/my_dear_secretary/my_dear_secretary.gif,https://archive.org/download/my_dear_secretary/my_dear_secretary.ogv,https://archive.org/download/my_dear_secretary/my_dear_secretary_512kb.mp4
Rembrandt (1936),Drama,1936,Alexander Korda,"Charles Laughton - Rembrandt van Rijn, Gertrude Lawrence - Geertje Dircx, Elsa Lanchester - Hendrickje Stoffels, Edward Chapman - Carel Fabritius, Walter Hudd - Frans Banning Cocq, Roger Livesey - Beggar Saul, John Bryning - Titus van Rijn, Sam Livesey - Auctioneer, Herbert Lomas - Gerrit van Rijn, Allan Jeayes - Dr. Tulp, John Clements - Govaert Flinck, Raymond Huntley - Ludwick, Abraham Sofaer - Dr. Menasseh, Laurence Hanray - Heertsbeeke, Austin Trevor - Marquis de Grand-Coeur, Edmund Willard - Van Zeeland, Leonard Sharp - Burgher at Auction",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/05/rembrandt-1936.jpg,https://archive.org/download/Rembrandt/Rembrandt.gif,https://archive.org/download/Rembrandt/Rembrandt.ogv,https://archive.org/download/Rembrandt/Rembrandt_512kb.mp4
Spider Baby (1968),"Comedy, Horror, Sci-fi, Thriller",1968,Jack Hill,"Lon Chaney, Jr. - Bruno, Carol Ohmart - Emily Howe, Quinn Redeker - Peter Howe, Beverly Washburn - Elizabeth Merrye, Jill Banner - Virginia Merrye, Sid Haig - Ralph Merrye, Mary Mitchel - Ann Morris, Karl Schanzer - Schlocker, Mantan Moreland - the Messenger, Carolyn Cooper - Aunt Clara, Joan Keller Stern - Aunt Martha",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/06/Spider-baby-19.jpg,https://archive.org/download/SPIDERBABY1964_0/SPIDER_BABY_1964_mpeg2video_mpeg2video.gif,https://archive.org/download/SPIDERBABY1964_0/SPIDER_BABY_1964_mpeg2video_mpeg2video.ogv,https://archive.org/download/SPIDERBABY1964_0/SPIDER_BABY_1964_mpeg2video_mpeg2video_512kb.mp4
The Bigamist (1953),Drama,1953,Ida Lupino,"Edmond O'Brien - Harry Graham, Joan Fontaine - Eve Graham, Ida Lupino - Phyllis Martin, Edmund Gwenn - Mr Jordan, Kenneth Tobey - Tom Morgan, Jane Darwell - Mrs. Connelley, Lillian Fontaine - Miss Higgins",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2012/03/the-bigamist-1953.jpg,https://www.archive.org/download/the_bigamist/the_bigamist.gif,https://www.archive.org/download/the_bigamist/the_bigamist.ogv,https://www.archive.org/download/the_bigamist/the_bigamist_512kb.mp4
Ma and Pa Kettle Back on the Farm (1951),Comedy,1951,Edward Sedgwick,"Marjorie Main - Ma Kettle, Percy Kilbride - Pa Kettle, Richard Long - Tom Kettle, Meg Randall - Kim Parker Kettle, Ray Collins - Jonathan Parker, Barbara Brown - Elizabeth Parker, Emory Parnell - Billy Reed, Peter Leeds - Manson, Teddy Hart - Crowbar, Oliver Blake - Geoduck",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/01/Ma_and_Pa_Kettle_back_on_the_farm_1951.jpg,https://archive.org/download/MapaKettleBackOnTheFarm/MaPaKettleBackOnTheFarm.gif,https://archive.org/download/MapaKettleBackOnTheFarm/MaPaKettleBackOnTheFarm.ogv,https://archive.org/download/MapaKettleBackOnTheFarm/MaPaKettleBackOnTheFarm.mp4
Guest in the House (1944),Drama,1944,John Brahm,"Anne Baxter - Evelyn Heath, Ralph Bellamy - Douglas Proctor, Aline MacMahon - Aunt Martha, Ruth Warrick - Ann Proctor, Scott McKay - Dr. Dan Proctor, Marie McDonald - Miriam, Jerome Cowan - Mr. Hackett, Margaret Hamilton - Hilda, Percy Kilbride - John, Connie Laird - Lee Proctor",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/06/guest-in-the-house-19454.jpg,https://archive.org/download/GuestInTheHouse1944/GuestInTheHouse1944.gif,https://archive.org/download/GuestInTheHouse1944/GuestInTheHouse1944.ogv,https://archive.org/download/GuestInTheHouse1944/GuestInTheHouse1944_512kb.mp4
Roarin’ Lead (1936),Western,1936,Sam Newfield,"Robert Livingston - Stony Brooke, Ray Corrigan - Tucson Smith, Max Terhune - Lullaby Joslin, Christine Maple - Doris Moore, Hooper Atchley - Hackett, Yakima Canutt - Henchman Canary, George Chesebro - Captain Gardner, Tommy Bupp - Bobby, Mary Russell - Orphanage Assistant Mary, Jane Keckley - Mrs. Perkins",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/10/Roarin-Lead-1936.jpg,https://archive.org/download/RoarinLead1936/RoarinLead1936.gif,https://archive.org/download/RoarinLead1936/RoarinLead1936.ogv,https://archive.org/download/RoarinLead1936/RoarinLead1936.mp4
The Girl Was Young (Young and Innocent) (1937),"British, Mystery, Thriller",1937,Alfred Hitchcock,"Nova Pilbeam - Erica Burgoyne, Percy Marmont - Colonel Burgoyne, Derrick De Marney - Robert Tisdall, John Longden - Inspector Kent, Mary Clare - Erica's Aunt, Edward Rigby - Old Will, George Merritt - DS Miller, George Curzon - Guy, Basil Radford - Erica's Uncle, Pamela Carme - Christine, J. H. Roberts - Solicitor, Jerry Verno - Lorry driver, H. F. Maltby - Police sergeant, John Miller - Police Constable, Syd Crossley - Policeman, Anna Konstam - Bathing girl, Bill Shine - Cafe manager, Beatrice Varley - Accused Man's Wife",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2011/04/the-girl-was-young-1937.jpg,https://www.archive.org/download/YoungandInnocentTheGirlWasYoung/Young_and_Innocent.gif,https://www.archive.org/download/YoungandInnocentTheGirlWasYoung/Young_and_Innocent.ogv,https://www.archive.org/download/YoungandInnocentTheGirlWasYoung/Young_and_Innocent_512kb.mp4
